User_ID,Age,Gender,City,Subscription_Type,Device,Content_Title,Category,Watch_Time_Minutes,Revenue_INR,Date,Subscription_Status
5669,53,Female,Kolkata,Mobile,Mobile,Football Live,Sports,267,0,2025-05-24,Active
5670,37,Male,Delhi,Super,Tablet,Reality Show,TV Shows,257,0,2025-06-13,Cancelled
5671,59,Male,Bengaluru,Mobile,Smart TV,Reality Show,TV Shows,279,0,2025-12-31,Active
5672,37,Male,Mumbai,Free,Mobile,Kids Fun,Kids,82,0,2025-08-22,Cancelled
5673,49,Female,Hyderabad,Mobile,Mobile,Action Movie,Movies,276,0,2025-01-26,Active
5674,25,Male,Madurai,Premium,Mobile,Tamil Series,Web Series,269,499,2025-01-17,Cancelled
5675,37,Male,Coimbatore,Mobile,Laptop/Desktop,Action Movie,Movies,152,149,2025-01-18,Active
5676,42,Female,Hyderabad,Super,Laptop/Desktop,Action Movie,Movies,93,299,2025-12-07,Active
5677,54,Male,Chennai,Mobile,Mobile,Bollywood Movies,Movies,118,149,2025-12-23,Active
5678,63,Female,Coimbatore,Premium,Laptop/Desktop,Action Movie,Movies,164,499,2025-03-19,Active
5679,23,Male,Hyderabad,Free,Smart TV,Cricket Live,Sports,299,0,2025-09-19,Active
5680,56,Male,Pune,Premium,Laptop/Desktop,Web Series X,Web Series,115,0,2025-06-02,Active
5681,30,Male,Coimbatore,Mobile,Smart TV,Tamil Series,Web Series,268,0,2025-11-03,Cancelled
5682,32,Male,Madurai,Mobile,Laptop/Desktop,Football Live,Sports,207,149,2025-04-16,Active
5683,60,Female,Pune,Mobile,Mobile,Bollywood Movies,Movies,246,0,2025-05-26,Active
5684,54,Male,Mumbai,Super,Laptop/Desktop,Tamil Series,Web Series,112,299,2025-11-20,Active
5685,65,Female,Bengaluru,Mobile,Laptop/Desktop,Drama Show,TV Shows,107,149,2025-03-05,Active
5686,35,Female,Bengaluru,Free,Laptop/Desktop,Web Series X,Web Series,219,0,2025-04-09,Cancelled
5687,20,Female,Kolkata,Free,Smart TV,Reality Show,TV Shows,80,0,2025-10-29,Active
5688,54,Male,Coimbatore,Mobile,Laptop/Desktop,Reality Show,TV Shows,61,149,2025-05-12,Active
5689,20,Female,Pune,Mobile,Mobile,Drama Show,TV Shows,155,0,2025-10-24,Active
5690,62,Male,Chennai,Premium,Smart TV,Tamil Series,Web Series,242,499,2025-06-02,Cancelled
5691,31,Male,Chennai,Super,Smart TV,Tamil Series,Web Series,299,299,2025-05-13,Cancelled
5692,39,Female,Bengaluru,Free,Tablet,Reality Show,TV Shows,168,0,2025-07-19,Cancelled
5693,25,Male,Mumbai,Free,Tablet,IPL Highlights,Sports,130,0,2025-03-18,Cancelled
5694,26,Female,Bengaluru,Super,Mobile,Action Movie,Movies,109,299,2025-01-12,Cancelled
5695,32,Female,Ahmedabad,Premium,Mobile,IPL Highlights,Sports,44,499,2025-10-17,Active
5696,23,Female,Kolkata,Premium,Laptop/Desktop,Reality Show,TV Shows,150,499,2025-05-06,Cancelled
5697,51,Male,Ahmedabad,Free,Smart TV,Kids Fun,Kids,65,0,2025-03-14,Active
5698,50,Female,Madurai,Super,Laptop/Desktop,Drama Show,TV Shows,214,0,2025-05-15,Active
5699,61,Female,Coimbatore,Mobile,Smart TV,Kids Fun,Kids,54,149,2025-08-20,Cancelled
5700,56,Female,Delhi,Super,Laptop/Desktop,Bollywood Movies,Movies,10,299,2025-01-14,Cancelled
5701,27,Female,Coimbatore,Mobile,Laptop/Desktop,Web Series X,Web Series,28,149,2025-10-09,Active
5702,26,Male,Madurai,Premium,Mobile,Bollywood Movies,Movies,202,0,2025-12-24,Active
5703,30,Male,Chennai,Free,Mobile,Kids Fun,Kids,91,0,2025-03-05,Cancelled
5704,53,Male,Coimbatore,Mobile,Smart TV,Football Live,Sports,63,149,2025-04-10,Cancelled
5705,48,Male,Ahmedabad,Super,Tablet,Web Series X,Web Series,226,299,2025-01-04,Active
5706,23,Female,Delhi,Free,Laptop/Desktop,Kids Fun,Kids,106,0,2025-12-26,Active
5707,63,Female,Delhi,Premium,Tablet,Kids Fun,Kids,242,499,2025-04-01,Active
5708,55,Male,Ahmedabad,Super,Mobile,Action Movie,Movies,144,0,2025-07-20,Cancelled
5709,59,Male,Hyderabad,Super,Mobile,Action Movie,Movies,188,299,2025-08-27,Cancelled
5710,64,Male,Delhi,Premium,Mobile,Action Movie,Movies,36,499,2025-09-06,Cancelled
5711,65,Male,Ahmedabad,Premium,Tablet,Cricket Live,Sports,30,0,2025-08-03,Active
5712,40,Female,Hyderabad,Super,Mobile,Cricket Live,Sports,203,0,2025-07-24,Cancelled
5713,51,Male,Kolkata,Mobile,Smart TV,Football Live,Sports,103,149,2025-10-06,Cancelled
5714,59,Female,Bengaluru,Free,Mobile,Action Movie,Movies,198,0,2025-03-27,Cancelled
5715,38,Male,Pune,Super,Tablet,Tamil Series,Web Series,85,0,2025-08-16,Active
5716,61,Female,Madurai,Premium,Laptop/Desktop,Cricket Live,Sports,205,499,2025-06-13,Cancelled
5717,51,Male,Bengaluru,Free,Smart TV,IPL Highlights,Sports,32,0,2025-12-03,Active
5718,40,Female,Mumbai,Super,Tablet,Reality Show,TV Shows,176,299,2025-12-10,Active
5719,53,Male,Madurai,Super,Tablet,Kids Fun,Kids,298,299,2025-02-09,Active
5720,25,Female,Kolkata,Free,Tablet,Drama Show,TV Shows,231,0,2025-03-11,Cancelled
5721,21,Male,Coimbatore,Mobile,Smart TV,Web Series X,Web Series,220,149,2025-11-04,Active
5722,33,Female,Ahmedabad,Super,Smart TV,Reality Show,TV Shows,58,0,2025-09-24,Cancelled
5723,30,Male,Kolkata,Free,Mobile,Web Series X,Web Series,137,0,2025-01-23,Active
5724,57,Male,Bengaluru,Free,Mobile,Drama Show,TV Shows,172,0,2025-03-15,Cancelled
5725,63,Female,Delhi,Free,Tablet,Web Series X,Web Series,6,0,2025-11-10,Cancelled
5726,31,Male,Chennai,Mobile,Tablet,Tamil Series,Web Series,265,149,2025-01-29,Active
5727,40,Male,Delhi,Premium,Mobile,Bollywood Movies,Movies,158,499,2025-11-02,Cancelled
5728,58,Male,Bengaluru,Free,Smart TV,Football Live,Sports,197,0,2025-10-20,Cancelled
5729,31,Female,Delhi,Mobile,Tablet,Football Live,Sports,85,0,2025-11-21,Cancelled
5730,42,Male,Chennai,Super,Mobile,Reality Show,TV Shows,36,299,2025-05-21,Active
5731,26,Male,Hyderabad,Super,Mobile,Cricket Live,Sports,9,299,2025-09-17,Cancelled
5732,29,Male,Coimbatore,Premium,Tablet,IPL Highlights,Sports,62,499,2025-04-26,Active
5733,34,Male,Chennai,Free,Smart TV,Kids Fun,Kids,286,0,2025-12-12,Active
5734,44,Male,Bengaluru,Free,Tablet,Web Series X,Web Series,267,0,2025-04-08,Cancelled
5735,21,Male,Kolkata,Premium,Tablet,Bollywood Movies,Movies,16,0,2025-03-13,Cancelled
5736,22,Female,Chennai,Mobile,Laptop/Desktop,Football Live,Sports,272,149,2025-04-07,Active
5737,20,Female,Madurai,Premium,Smart TV,Football Live,Sports,91,499,2025-09-03,Active
5738,31,Male,Kolkata,Mobile,Smart TV,Tamil Series,Web Series,177,0,2025-07-09,Cancelled
5739,59,Male,Pune,Mobile,Smart TV,Football Live,Sports,139,0,2025-02-01,Active
5740,35,Male,Mumbai,Mobile,Mobile,Kids Fun,Kids,91,0,2025-02-21,Cancelled
5741,35,Female,Madurai,Premium,Smart TV,Action Movie,Movies,55,499,2025-04-07,Cancelled
5742,40,Female,Bengaluru,Premium,Smart TV,Action Movie,Movies,49,499,2025-04-18,Active
5743,45,Male,Bengaluru,Free,Tablet,Web Series X,Web Series,93,0,2025-08-12,Active
5744,32,Male,Chennai,Premium,Tablet,Tamil Series,Web Series,129,0,2025-10-30,Cancelled
5745,44,Female,Madurai,Mobile,Tablet,Web Series X,Web Series,265,149,2025-09-01,Cancelled
5746,18,Male,Ahmedabad,Mobile,Smart TV,Football Live,Sports,299,149,2025-07-05,Cancelled
5747,43,Female,Ahmedabad,Super,Laptop/Desktop,Drama Show,TV Shows,48,299,2025-04-24,Cancelled
5748,61,Female,Ahmedabad,Free,Laptop/Desktop,Cricket Live,Sports,256,0,2025-07-27,Active
5749,24,Male,Coimbatore,Mobile,Laptop/Desktop,Football Live,Sports,132,149,2025-04-21,Active
5750,51,Female,Mumbai,Mobile,Laptop/Desktop,Cricket Live,Sports,60,149,2025-11-15,Active
5751,31,Female,Ahmedabad,Super,Mobile,Football Live,Sports,31,0,2025-10-18,Cancelled
5752,37,Female,Ahmedabad,Super,Tablet,Drama Show,TV Shows,62,299,2025-05-10,Active
5753,21,Male,Kolkata,Free,Tablet,Action Movie,Movies,157,0,2025-02-17,Active
5754,23,Female,Kolkata,Super,Tablet,Bollywood Movies,Movies,144,299,2025-08-10,Cancelled
5755,57,Female,Pune,Super,Mobile,IPL Highlights,Sports,211,0,2025-10-17,Cancelled
5756,21,Female,Kolkata,Mobile,Laptop/Desktop,Tamil Series,Web Series,170,0,2025-02-21,Active
5757,29,Female,Coimbatore,Free,Laptop/Desktop,IPL Highlights,Sports,240,0,2025-09-19,Cancelled
5758,21,Female,Delhi,Mobile,Laptop/Desktop,Cricket Live,Sports,128,149,2025-04-24,Active
5759,54,Male,Pune,Premium,Smart TV,Drama Show,TV Shows,202,499,2025-11-20,Active
5760,26,Female,Delhi,Super,Smart TV,Kids Fun,Kids,199,299,2025-12-04,Cancelled
5761,55,Male,Madurai,Super,Tablet,IPL Highlights,Sports,67,0,2025-08-17,Active
5762,29,Male,Hyderabad,Free,Laptop/Desktop,Football Live,Sports,152,0,2025-01-15,Cancelled
5763,25,Female,Ahmedabad,Free,Tablet,Cricket Live,Sports,14,0,2025-05-29,Cancelled
5764,64,Female,Chennai,Super,Tablet,Tamil Series,Web Series,190,299,2025-09-10,Cancelled
5765,38,Female,Mumbai,Free,Mobile,IPL Highlights,Sports,125,0,2025-03-15,Active
5766,20,Male,Chennai,Super,Smart TV,IPL Highlights,Sports,252,299,2025-07-04,Cancelled
5767,64,Female,Pune,Super,Mobile,Kids Fun,Kids,64,0,2025-10-29,Cancelled
5768,26,Male,Pune,Super,Mobile,Football Live,Sports,294,299,2025-09-13,Active
5769,23,Male,Delhi,Super,Laptop/Desktop,Action Movie,Movies,292,299,2025-03-30,Cancelled
5770,27,Male,Hyderabad,Premium,Laptop/Desktop,Kids Fun,Kids,126,0,2025-02-18,Cancelled
5771,36,Male,Hyderabad,Super,Laptop/Desktop,Football Live,Sports,19,0,2025-09-24,Active
5772,48,Female,Delhi,Super,Tablet,Bollywood Movies,Movies,244,0,2025-02-26,Active
5773,62,Male,Pune,Mobile,Mobile,IPL Highlights,Sports,143,149,2025-10-03,Active
5774,31,Female,Pune,Super,Tablet,Kids Fun,Kids,230,0,2025-08-04,Cancelled
5775,47,Female,Chennai,Super,Mobile,Drama Show,TV Shows,85,299,2025-09-30,Cancelled
5776,23,Male,Kolkata,Premium,Mobile,Reality Show,TV Shows,298,499,2025-02-16,Active
5777,21,Male,Bengaluru,Premium,Laptop/Desktop,IPL Highlights,Sports,89,0,2025-09-03,Cancelled
5778,61,Female,Delhi,Premium,Laptop/Desktop,Drama Show,TV Shows,94,0,2025-07-26,Active
5779,42,Female,Coimbatore,Mobile,Laptop/Desktop,Web Series X,Web Series,144,149,2025-04-29,Cancelled
5780,63,Female,Kolkata,Super,Tablet,IPL Highlights,Sports,116,299,2025-05-07,Cancelled
5781,52,Female,Chennai,Mobile,Mobile,Kids Fun,Kids,120,149,2025-09-24,Active
5782,41,Female,Ahmedabad,Mobile,Tablet,IPL Highlights,Sports,91,149,2025-06-18,Active
5783,63,Male,Hyderabad,Super,Smart TV,Reality Show,TV Shows,191,299,2025-05-23,Active
5784,63,Male,Kolkata,Mobile,Mobile,Reality Show,TV Shows,282,149,2025-02-08,Cancelled
5785,43,Male,Bengaluru,Super,Laptop/Desktop,Drama Show,TV Shows,136,299,2025-08-07,Active
5786,54,Female,Mumbai,Free,Laptop/Desktop,Tamil Series,Web Series,207,0,2025-10-29,Cancelled
5787,20,Female,Delhi,Free,Tablet,Football Live,Sports,28,0,2025-09-22,Cancelled
5788,22,Male,Kolkata,Mobile,Smart TV,Action Movie,Movies,220,149,2025-12-13,Cancelled
5789,65,Female,Chennai,Free,Tablet,Web Series X,Web Series,30,0,2025-05-09,Active
5790,30,Female,Ahmedabad,Mobile,Tablet,Web Series X,Web Series,174,149,2025-07-16,Cancelled
5791,19,Male,Chennai,Super,Tablet,Kids Fun,Kids,294,0,2025-06-30,Active
5792,28,Male,Delhi,Free,Laptop/Desktop,IPL Highlights,Sports,18,0,2025-10-03,Active
5793,27,Female,Pune,Super,Smart TV,IPL Highlights,Sports,180,299,2025-01-15,Active
5794,47,Male,Chennai,Premium,Mobile,Bollywood Movies,Movies,220,499,2025-01-30,Active
5795,25,Female,Kolkata,Mobile,Tablet,Cricket Live,Sports,80,0,2025-06-05,Cancelled
5796,36,Male,Chennai,Mobile,Laptop/Desktop,Web Series X,Web Series,16,149,2025-08-15,Active
5797,30,Female,Ahmedabad,Free,Tablet,Cricket Live,Sports,258,0,2025-08-10,Cancelled
5798,18,Female,Chennai,Mobile,Smart TV,IPL Highlights,Sports,275,0,2025-07-15,Active
5799,56,Female,Delhi,Free,Tablet,Tamil Series,Web Series,30,0,2025-04-06,Cancelled
5800,64,Male,Delhi,Premium,Tablet,Web Series X,Web Series,82,499,2025-10-22,Active
5801,36,Male,Kolkata,Mobile,Smart TV,Web Series X,Web Series,178,149,2025-10-05,Cancelled
5802,24,Male,Chennai,Mobile,Tablet,Football Live,Sports,76,149,2025-01-25,Cancelled
5803,45,Female,Delhi,Premium,Smart TV,Action Movie,Movies,152,499,2025-10-18,Cancelled
5804,29,Female,Kolkata,Super,Tablet,Kids Fun,Kids,130,0,2025-02-27,Cancelled
5805,23,Male,Kolkata,Mobile,Laptop/Desktop,Action Movie,Movies,107,149,2025-11-08,Active
5806,45,Female,Delhi,Premium,Smart TV,Bollywood Movies,Movies,200,499,2025-07-21,Active
5807,61,Male,Mumbai,Mobile,Mobile,Kids Fun,Kids,163,149,2025-05-30,Cancelled
5808,63,Female,Mumbai,Super,Laptop/Desktop,Bollywood Movies,Movies,93,299,2025-10-11,Cancelled
5809,48,Female,Bengaluru,Premium,Laptop/Desktop,Web Series X,Web Series,244,0,2025-02-10,Cancelled
5810,40,Female,Coimbatore,Premium,Tablet,Kids Fun,Kids,145,499,2025-03-29,Cancelled
5811,29,Male,Chennai,Super,Laptop/Desktop,Action Movie,Movies,196,299,2025-08-28,Cancelled
5812,55,Male,Mumbai,Super,Tablet,Drama Show,TV Shows,239,299,2025-11-18,Cancelled
5813,47,Female,Kolkata,Premium,Smart TV,Kids Fun,Kids,292,499,2025-11-24,Active
5814,24,Female,Chennai,Free,Smart TV,Drama Show,TV Shows,57,0,2025-11-03,Cancelled
5815,59,Male,Chennai,Premium,Mobile,Kids Fun,Kids,209,499,2025-11-13,Active
5816,62,Male,Chennai,Premium,Mobile,IPL Highlights,Sports,78,499,2025-05-16,Cancelled
5817,41,Female,Hyderabad,Mobile,Mobile,IPL Highlights,Sports,287,149,2025-09-23,Active
5818,28,Male,Coimbatore,Mobile,Mobile,Bollywood Movies,Movies,116,149,2025-12-27,Active
5819,58,Female,Delhi,Free,Smart TV,Cricket Live,Sports,11,0,2025-09-12,Active
5820,61,Female,Ahmedabad,Mobile,Laptop/Desktop,Drama Show,TV Shows,65,0,2025-06-14,Cancelled
5821,60,Female,Kolkata,Super,Smart TV,Web Series X,Web Series,69,299,2025-09-11,Active
5822,64,Male,Hyderabad,Free,Mobile,Tamil Series,Web Series,182,0,2025-03-25,Active
5823,49,Male,Kolkata,Super,Tablet,Bollywood Movies,Movies,280,299,2025-09-29,Cancelled
5824,63,Male,Mumbai,Mobile,Mobile,Web Series X,Web Series,148,149,2025-07-23,Active
5825,45,Female,Madurai,Premium,Smart TV,Football Live,Sports,156,499,2025-04-08,Active
5826,25,Female,Madurai,Premium,Mobile,IPL Highlights,Sports,68,499,2025-05-17,Cancelled
5827,49,Female,Madurai,Super,Laptop/Desktop,Drama Show,TV Shows,46,299,2025-02-24,Cancelled
5828,65,Female,Kolkata,Super,Smart TV,Bollywood Movies,Movies,5,299,2025-04-02,Cancelled
5829,64,Male,Chennai,Free,Tablet,Action Movie,Movies,16,0,2025-08-30,Active
5830,41,Male,Madurai,Free,Smart TV,Cricket Live,Sports,24,0,2025-08-15,Active
5831,54,Male,Ahmedabad,Mobile,Mobile,Drama Show,TV Shows,229,0,2025-05-01,Active
5832,49,Male,Chennai,Super,Smart TV,Reality Show,TV Shows,153,299,2025-09-04,Cancelled
5833,64,Male,Ahmedabad,Super,Smart TV,Bollywood Movies,Movies,173,299,2025-12-16,Cancelled
5834,52,Male,Bengaluru,Premium,Smart TV,Tamil Series,Web Series,85,499,2025-06-18,Cancelled
5835,32,Male,Madurai,Free,Mobile,Web Series X,Web Series,242,0,2025-08-09,Cancelled
5836,45,Female,Mumbai,Super,Smart TV,Web Series X,Web Series,26,299,2025-12-15,Active
5837,65,Female,Madurai,Premium,Laptop/Desktop,Football Live,Sports,100,499,2025-03-20,Active
5838,35,Male,Ahmedabad,Super,Laptop/Desktop,Football Live,Sports,162,299,2025-09-15,Cancelled
5839,51,Female,Hyderabad,Mobile,Smart TV,Reality Show,TV Shows,7,0,2025-07-13,Cancelled
5840,59,Female,Chennai,Premium,Smart TV,Kids Fun,Kids,100,499,2025-03-06,Cancelled
5841,51,Male,Ahmedabad,Super,Smart TV,Football Live,Sports,130,299,2025-03-26,Active
5842,38,Female,Mumbai,Free,Laptop/Desktop,Cricket Live,Sports,180,0,2025-12-24,Cancelled
5843,50,Female,Mumbai,Mobile,Tablet,Tamil Series,Web Series,126,149,2025-03-07,Active
5844,55,Female,Delhi,Super,Mobile,Kids Fun,Kids,82,299,2025-07-25,Active
5845,64,Female,Ahmedabad,Mobile,Mobile,Action Movie,Movies,189,149,2025-12-10,Cancelled
5846,18,Male,Chennai,Premium,Smart TV,Kids Fun,Kids,177,499,2025-10-20,Cancelled
5847,57,Male,Chennai,Super,Smart TV,Web Series X,Web Series,156,299,2025-05-02,Cancelled
5848,65,Male,Delhi,Free,Mobile,Kids Fun,Kids,211,0,2025-05-24,Cancelled
5849,27,Female,Bengaluru,Free,Smart TV,Football Live,Sports,103,0,2025-10-25,Active
5850,40,Female,Chennai,Free,Mobile,Football Live,Sports,214,0,2025-09-29,Active
5851,44,Female,Delhi,Super,Smart TV,IPL Highlights,Sports,96,299,2025-08-09,Active
5852,42,Female,Coimbatore,Premium,Smart TV,Football Live,Sports,270,499,2025-05-09,Cancelled
5853,53,Male,Hyderabad,Mobile,Laptop/Desktop,Kids Fun,Kids,191,149,2025-08-02,Active
5854,44,Female,Coimbatore,Super,Tablet,Web Series X,Web Series,289,299,2025-11-20,Cancelled
5855,41,Female,Mumbai,Premium,Laptop/Desktop,Bollywood Movies,Movies,76,499,2025-12-17,Cancelled
5856,33,Female,Ahmedabad,Premium,Smart TV,Kids Fun,Kids,93,499,2025-02-03,Cancelled
5857,33,Female,Madurai,Free,Mobile,Tamil Series,Web Series,188,0,2025-02-18,Cancelled
5858,33,Male,Hyderabad,Free,Tablet,Action Movie,Movies,88,0,2025-02-02,Active
5859,59,Female,Pune,Super,Laptop/Desktop,Drama Show,TV Shows,97,299,2025-12-06,Active
5860,45,Female,Chennai,Free,Tablet,Tamil Series,Web Series,96,0,2025-04-07,Active
5861,28,Female,Pune,Mobile,Mobile,Tamil Series,Web Series,261,0,2025-04-08,Active
5862,32,Male,Kolkata,Mobile,Tablet,Kids Fun,Kids,167,149,2025-08-30,Active
5863,42,Male,Madurai,Super,Smart TV,Bollywood Movies,Movies,193,299,2025-06-26,Active
5864,65,Male,Coimbatore,Free,Mobile,Cricket Live,Sports,231,0,2025-06-08,Active
5865,38,Male,Delhi,Super,Smart TV,Football Live,Sports,105,299,2025-08-15,Cancelled
5866,53,Male,Hyderabad,Mobile,Smart TV,Action Movie,Movies,28,149,2025-10-16,Active
5867,49,Female,Chennai,Free,Laptop/Desktop,Kids Fun,Kids,29,0,2025-10-26,Cancelled
5868,40,Female,Delhi,Free,Mobile,Kids Fun,Kids,237,0,2025-07-03,Active
5869,40,Female,Chennai,Premium,Laptop/Desktop,Web Series X,Web Series,185,499,2025-11-07,Active
5870,35,Male,Bengaluru,Premium,Mobile,Kids Fun,Kids,118,499,2025-01-30,Cancelled
5871,60,Female,Bengaluru,Premium,Laptop/Desktop,Bollywood Movies,Movies,265,499,2025-11-01,Active
5872,33,Male,Mumbai,Super,Laptop/Desktop,Reality Show,TV Shows,124,299,2025-03-23,Active
5873,60,Male,Coimbatore,Mobile,Laptop/Desktop,Kids Fun,Kids,252,149,2025-05-17,Active
5874,60,Male,Bengaluru,Premium,Laptop/Desktop,Cricket Live,Sports,187,499,2025-10-25,Active
5875,21,Male,Kolkata,Premium,Tablet,Kids Fun,Kids,23,499,2025-12-05,Cancelled
5876,50,Female,Ahmedabad,Free,Laptop/Desktop,Reality Show,TV Shows,242,0,2025-03-21,Active
5877,33,Male,Pune,Premium,Mobile,Cricket Live,Sports,267,499,2025-09-05,Active
5878,25,Female,Ahmedabad,Super,Laptop/Desktop,Bollywood Movies,Movies,231,299,2025-06-02,Active
5879,25,Female,Bengaluru,Super,Tablet,Bollywood Movies,Movies,58,0,2025-10-16,Cancelled
5880,61,Male,Mumbai,Premium,Smart TV,IPL Highlights,Sports,18,499,2025-03-13,Active
5881,39,Male,Hyderabad,Free,Mobile,Football Live,Sports,224,0,2025-03-25,Active
5882,48,Female,Delhi,Mobile,Mobile,Action Movie,Movies,6,0,2025-09-25,Cancelled
5883,22,Male,Pune,Premium,Tablet,Drama Show,TV Shows,212,499,2025-08-24,Cancelled
5884,40,Male,Delhi,Premium,Mobile,Tamil Series,Web Series,171,499,2025-10-17,Cancelled
5885,45,Male,Bengaluru,Free,Smart TV,Kids Fun,Kids,289,0,2025-08-15,Active
5886,21,Male,Kolkata,Super,Laptop/Desktop,Kids Fun,Kids,137,299,2025-12-19,Active
5887,19,Male,Pune,Free,Tablet,Tamil Series,Web Series,52,0,2025-11-27,Cancelled
5888,57,Male,Pune,Premium,Tablet,Bollywood Movies,Movies,156,0,2025-06-28,Cancelled
5889,37,Male,Kolkata,Mobile,Tablet,Bollywood Movies,Movies,240,149,2025-08-03,Active
5890,63,Female,Coimbatore,Free,Smart TV,IPL Highlights,Sports,8,0,2025-05-27,Cancelled
5891,43,Female,Pune,Free,Smart TV,Reality Show,TV Shows,93,0,2025-11-12,Cancelled
5892,50,Male,Chennai,Premium,Laptop/Desktop,Football Live,Sports,172,499,2025-10-01,Active
5893,45,Female,Ahmedabad,Free,Laptop/Desktop,Kids Fun,Kids,186,0,2025-08-21,Cancelled
5894,33,Male,Ahmedabad,Free,Laptop/Desktop,Bollywood Movies,Movies,116,0,2025-07-12,Cancelled
5895,18,Male,Hyderabad,Free,Smart TV,Kids Fun,Kids,253,0,2025-03-29,Cancelled
5896,22,Male,Pune,Premium,Tablet,IPL Highlights,Sports,283,499,2025-09-06,Cancelled
5897,38,Female,Kolkata,Free,Tablet,Tamil Series,Web Series,97,0,2025-01-05,Cancelled
5898,53,Male,Pune,Premium,Tablet,IPL Highlights,Sports,145,499,2025-03-20,Active
5899,36,Female,Madurai,Super,Laptop/Desktop,Web Series X,Web Series,26,299,2025-09-15,Active
5900,46,Female,Delhi,Premium,Laptop/Desktop,Bollywood Movies,Movies,140,499,2025-02-25,Cancelled
5901,18,Male,Ahmedabad,Mobile,Mobile,Kids Fun,Kids,168,149,2025-01-20,Cancelled
5902,44,Female,Delhi,Mobile,Laptop/Desktop,Football Live,Sports,62,149,2025-08-11,Active
5903,18,Male,Madurai,Premium,Mobile,Reality Show,TV Shows,101,499,2025-01-19,Active
5904,23,Male,Hyderabad,Super,Mobile,Kids Fun,Kids,142,299,2025-08-28,Active
5905,31,Female,Coimbatore,Super,Tablet,Action Movie,Movies,88,299,2025-02-16,Active
5906,62,Male,Bengaluru,Free,Tablet,Tamil Series,Web Series,231,0,2025-07-17,Active
5907,52,Female,Mumbai,Premium,Smart TV,Football Live,Sports,126,499,2025-03-22,Cancelled
5908,23,Male,Coimbatore,Mobile,Smart TV,Bollywood Movies,Movies,295,149,2025-01-25,Active
5909,37,Male,Bengaluru,Mobile,Tablet,Drama Show,TV Shows,59,149,2025-11-06,Active
5910,62,Male,Chennai,Super,Smart TV,Cricket Live,Sports,108,299,2025-10-05,Cancelled
5911,35,Female,Bengaluru,Free,Laptop/Desktop,Action Movie,Movies,117,0,2025-05-13,Cancelled
5912,43,Male,Hyderabad,Super,Smart TV,Action Movie,Movies,219,0,2025-06-16,Cancelled
5913,53,Male,Mumbai,Free,Laptop/Desktop,Web Series X,Web Series,153,0,2025-05-25,Active
5914,48,Female,Madurai,Premium,Tablet,Drama Show,TV Shows,170,0,2025-07-18,Cancelled
5915,57,Female,Pune,Free,Laptop/Desktop,Web Series X,Web Series,300,0,2025-03-15,Active
5916,55,Female,Kolkata,Super,Tablet,Action Movie,Movies,7,299,2025-12-01,Active
5917,26,Female,Coimbatore,Mobile,Tablet,Action Movie,Movies,28,149,2025-06-30,Cancelled
5918,52,Male,Bengaluru,Super,Laptop/Desktop,Football Live,Sports,186,299,2025-06-05,Active
5919,19,Female,Kolkata,Super,Tablet,Football Live,Sports,278,299,2025-05-27,Active
5920,33,Female,Chennai,Premium,Tablet,Football Live,Sports,44,499,2025-10-19,Cancelled
5921,54,Female,Madurai,Mobile,Smart TV,Drama Show,TV Shows,186,0,2025-12-16,Cancelled
5922,49,Male,Hyderabad,Super,Smart TV,Bollywood Movies,Movies,115,299,2025-07-31,Cancelled
5923,22,Male,Chennai,Mobile,Smart TV,IPL Highlights,Sports,104,149,2025-11-17,Cancelled
5924,33,Female,Mumbai,Premium,Tablet,Bollywood Movies,Movies,42,0,2025-05-24,Cancelled
5925,21,Male,Ahmedabad,Premium,Laptop/Desktop,Bollywood Movies,Movies,203,0,2025-05-05,Active
5926,18,Male,Mumbai,Mobile,Tablet,Bollywood Movies,Movies,165,149,2025-11-10,Active
5927,59,Male,Madurai,Premium,Laptop/Desktop,Tamil Series,Web Series,130,0,2025-07-09,Cancelled
5928,39,Male,Chennai,Free,Laptop/Desktop,Cricket Live,Sports,9,0,2025-04-09,Active
5929,61,Male,Coimbatore,Free,Laptop/Desktop,Web Series X,Web Series,115,0,2025-11-15,Active
5930,25,Male,Coimbatore,Free,Laptop/Desktop,Football Live,Sports,144,0,2025-03-16,Cancelled
5931,48,Male,Delhi,Mobile,Smart TV,Football Live,Sports,30,149,2025-11-19,Active
5932,58,Female,Mumbai,Super,Tablet,Drama Show,TV Shows,123,299,2025-02-14,Active
5933,49,Female,Hyderabad,Super,Tablet,Reality Show,TV Shows,248,299,2025-01-20,Cancelled
5934,29,Female,Kolkata,Free,Tablet,IPL Highlights,Sports,88,0,2025-07-13,Cancelled
5935,29,Female,Bengaluru,Free,Smart TV,Drama Show,TV Shows,27,0,2025-06-01,Active
5936,65,Male,Madurai,Free,Smart TV,Kids Fun,Kids,86,0,2025-03-13,Active
5937,30,Female,Pune,Premium,Smart TV,Reality Show,TV Shows,126,499,2025-09-21,Cancelled
5938,61,Male,Chennai,Super,Tablet,Reality Show,TV Shows,211,299,2025-11-24,Cancelled
5939,51,Male,Coimbatore,Mobile,Smart TV,Action Movie,Movies,109,149,2025-08-29,Cancelled
5940,32,Female,Hyderabad,Free,Laptop/Desktop,Drama Show,TV Shows,135,0,2025-08-29,Active
5941,20,Female,Ahmedabad,Super,Mobile,Kids Fun,Kids,242,299,2025-10-16,Active
